GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
105373528,0.761917468,1.518849455,0.91382072,1.662086907,0.09649535,0.250483958
11250,33.33499104,0.676595306,0.246100184,2.749267783,0.005972857,0.036144051
9392,961.322379,0.006664728,0.071020418,0.093842421,0.925234333,0.962493299
100506473,193.0636784,-0.159744103,0.114344045,-1.397047856,0.162399181,0.351248342
79074,931.8006834,-0.322943655,0.078457063,-4.116183336,3.85E-05,0.000900296
2274,765.4096661,0.070652599,0.160822103,0.439321445,0.660428637,0.809882703
105373529,3.158325191,0.915032575,0.511307306,1.789594172,0.073519176,0.209865337
105375311,0.159806088,0.096381346,1.82431741,0.052831457,0.957866198,NA
285000,1.375175642,-0.098486086,0.692529473,-0.142212121,0.886912458,0.942621315
107985929,0.724598536,0.456769753,0.885952155,0.515569324,0.60615524,0.772451079
8440,1673.559763,-0.088740159,0.093269916,-0.951433888,0.341384164,0.555130664
105373530,0.086201835,0.264936556,2.209289213,0.119919364,0.904547025,NA
105373531,0.388982179,-0.602046064,1.151810451,-0.522695434,0.601186216,NA
84417,112.6086795,-0.365156003,0.223221367,-1.635847,0.101871613,0.259888084
80146,1136.089221,-0.079556201,0.076173635,-1.044406,0.296297589,0.51078114
107985930,0.658083948,1.261497339,0.833989885,1.512605083,0.130380002,0.305315298
402096,1.459814586,1.406817655,0.560641953,2.509297866,0.012097143,0.05992168
285189,5.33517931,-0.142889292,0.253648129,-0.563336667,0.573205654,0.749388243
653489,157.8498759,0.199971331,0.158810621,1.259181088,0.207964931,0.410551744
105373534,0.316977897,0.965892535,1.312919116,0.735683198,0.461923517,NA
107985931,1.670472165,0.268594041,0.477135821,0.562929943,0.57348259,0.749502766
927,57.13380281,0.511075997,0.193601881,2.639829715,0.008294769,0.04579002
102724744,1.505929168,-0.231986998,0.609876524,-0.380383552,0.703660722,0.837644076
84620,724.1301655,0.263866422,0.142213949,1.855418704,0.063536458,0.191121749
105373535,0.186176272,-0.405990937,1.637283282,-0.247966214,0.804160548,NA
105373536,0.448919135,0.584889035,0.907084485,0.644801058,0.519056117,NA
105373538,18.2467177,0.361606186,0.308943429,1.170460844,0.241815563,0.451226681
105373537,5.415032403,0.074412438,0.38710616,0.19222747,0.847564029,0.922826534
105373539,0.057737915,0.086900546,3.225584499,0.026941023,0.978506774,NA
104326057,0.099128857,-0.984606522,3.087843075,-0.318865466,0.749828532,NA
729121,0.097594217,0.469239133,2.158037741,0.217437871,0.82786712,NA
285190,218.0347481,0.116067928,0.114712815,1.011813093,0.311627429,0.526312109
60482,2.639941785,1.148971882,0.628264578,1.828802582,0.067429188,0.198735906
107178918,0.095356019,-0.08363756,2.740349508,-0.030520764,0.975651734,NA
102724774,1.007703283,-0.771848128,0.596343475,-1.294301288,0.195561372,0.395329231
442038,0.072130556,0.204898188,2.557523111,0.08011587,0.936145101,NA
6819,12.20495237,-0.71863373,0.453688962,-1.583978873,0.113198527,0.278473325
151234,0.509524765,0.183986375,0.949391787,0.19379394,0.846337232,0.921985962
27233,439.325995,-0.394644336,0.199666134,-1.976521147,0.048095783,0.158445438
9648,2246.00934,0.060654058,0.135776053,0.446721322,0.655076285,0.806442947
644903,52.15985754,0.110464055,0.194480127,0.56799662,0.570037263,0.746985146
3987,493.3614233,-0.263876511,0.137996774,-1.912193337,0.0558514,0.174922394
106182118,2.153441442,-0.586194145,0.512784246,-1.143159428,0.252972404,0.463649225
5903,3850.964237,-0.343312214,0.102708618,-3.342584285,0.000830021,0.008781118
165055,131.0170332,-0.129051109,0.12525438,-1.030312142,0.302863501,0.517442905
10913,2.180098935,-0.019163951,0.55406358,-0.034587999,0.972408271,0.987257423
100287216,33.55804726,0.721877621,0.226523234,3.186770778,0.001438707,0.013103623
344558,548.3258555,0.06284022,0.12722193,0.493941729,0.621347333,0.782647267
100422863,0.152702084,-0.466328373,2.037529568,-0.2288695,0.818970347,NA
100423027,0.030165761,0.231167484,3.225584499,0.071666851,0.942867037,NA
107985773,0.439667363,0.801490276,0.973957894,0.822920869,0.410552994,NA
151011,636.369514,-0.026337991,0.197535193,-0.133333157,0.893929906,0.946481035
65124,187.0632374,-0.305324626,0.16103431,-1.896022197,0.057957109,0.179288212
105373545,0.038719679,0.290052383,3.225584499,0.089922426,0.92834886,NA
107985774,0.046976733,0.028015647,3.225584499,0.008685448,0.993070102,NA
100506563,119.9114118,0.018393277,0.157692491,0.116640156,0.907145215,0.953528687
84220,1573.173379,-0.115651981,0.095917473,-1.205744655,0.227915961,0.434829219
102724848,1.582982283,0.636558071,0.414717435,1.534919964,0.124803489,0.297624143
100271835,10.729082,-0.62332262,0.208446797,-2.990319967,0.002786854,0.021011354
96626,17.74945903,-0.407117706,0.18913991,-2.152468539,0.031360471,0.117934898
105373547,5.216965468,-0.097261957,0.261210621,-0.372350697,0.709631757,0.841363617
440895,3.728384084,-0.973748245,0.326174637,-2.985358557,0.002832461,0.021223764
440894,1251.476999,0.246294185,0.169577557,1.452398478,0.146390839,0.328278391
112268438,2.373329565,-0.049238335,0.365667026,-0.134653473,0.892885861,0.945870023
105373985,0.752612342,-0.363410592,0.63775538,-0.569827559,0.568794662,0.746018173
107985775,0.075062892,-0.260515582,2.864246675,-0.090954311,0.927528895,NA
105373548,0.027672096,-0.234021088,3.225584499,-0.072551529,0.942162999,NA
105373549,0.068444451,-0.057360732,2.578858815,-0.02224268,0.982254372,NA
105373986,0.177160549,-0.585406891,1.975936889,-0.29626801,0.767025414,NA
100422994,0,NA,NA,NA,NA,NA
7851,53.94746922,-0.5062371,0.198747267,-2.547139931,0.010860987,0.055202448
100616123,0.04121542,0.028015647,3.225584499,0.008685448,0.993070102,NA
4867,266.6880647,-0.168891047,0.104001297,-1.623932123,0.104390296,0.264162135
205251,498.990728,-0.053994718,0.126356362,-0.427320932,0.669145589,0.815111236
100507334,3.864468596,-0.423010445,0.320951627,-1.317988161,0.187507611,0.38552113
100847033,0.068486573,-0.057366391,3.225584499,-0.017784805,0.985810527,NA
105373551,0.337009475,-0.49758388,1.129874561,-0.440388603,0.659655678,NA
107985776,0.190456579,0.003923075,1.190766069,0.003294581,0.997371309,NA
105375809,0.230089978,-0.66750581,1.113418683,-0.599510157,0.548832739,NA
151009,2655.637828,0.145236572,0.167931202,0.864857572,0.387116967,0.59980428
100288695,44.7402033,-0.501636564,0.161020634,-3.115355781,0.001837232,0.01561467
100288570,3.897924331,-0.91314065,0.323238744,-2.824972773,0.004728463,0.030711764
105373552,7.951135047,-0.157949656,0.22222605,-0.71076121,0.477232222,0.675969597
102724875,1.381679553,0.334552571,0.398456057,0.839622249,0.401120221,0.612383948
729540,1577.640785,-0.107058564,0.097535294,-1.097639213,0.272362063,0.485876522
105373553,120.2982307,0.080011776,0.165067785,0.484720724,0.627874464,0.787408689
699,12.19603384,0.454927999,0.312475777,1.455882447,0.145425119,0.326902703
106635550,0,NA,NA,NA,NA,NA
105373554,0.180119069,-0.603327431,1.641674374,-0.36750737,0.713240596,NA
55289,80.76894534,0.349616341,0.166099669,2.104858749,0.035303605,0.128256572
400997,8.496396973,-0.028488644,0.249703088,-0.114090075,0.90916639,0.954563447
10018,218.5695099,-0.446596776,0.133562252,-3.343735,0.000826587,0.008756975
541471,187.9514836,0.159200908,0.142228813,1.119329509,0.262999591,0.474692858
101927283,4.55891682,0.466775391,0.364920811,1.279114199,0.200856844,0.40194022
100616341,0.018852055,0.113397685,3.225584499,0.035155701,0.971955586,NA
105373557,0.236136514,0.53637671,1.099234917,0.487954578,0.625582015,NA
105373559,0.785097996,0.50987918,0.739542417,0.689452245,0.490538715,0.685801699
107985933,1.606902806,0.424496546,0.530050536,0.800860516,0.4232124,0.630801353
64682,920.7246658,0.080081698,0.084944665,0.942751358,0.345808097,0.559465356
100616165,0.588907239,0.40648416,0.69426908,0.58548504,0.558221623,0.73859109
10461,992.9483382,-0.757324917,0.201710877,-3.754507076,0.000173683,0.002731827
84910,603.9328902,-0.354130025,0.088107675,-4.019286938,5.84E-05,0.001215663
105373560,0.681126932,-0.588167936,0.811026082,-0.725214576,0.468320402,0.668425737
129804,733.2285476,0.541897268,0.192935197,2.808700935,0.004974183,0.031831419
84524,881.2404943,-0.164446672,0.073383615,-2.240918099,0.025031381,0.100628932
376940,892.2115496,-0.018015667,0.091329946,-0.197259142,0.843624751,0.920384001
727851,1513.638258,-0.11672921,0.089309864,-1.307013633,0.191208082,0.390199865
150465,2365.541731,0.169434269,0.085865475,1.973252572,0.048466794,0.159287729
105373562,6.733310591,-0.575160581,0.223044787,-2.578677538,0.009917932,0.051715539
84172,416.2671703,0.078898507,0.079463455,0.992890462,0.320763338,0.535055398
101927330,20.32670894,0.364731876,0.158882085,2.295613603,0.021697984,0.091147733
84269,214.0638909,0.187164414,0.099387617,1.883176388,0.059676468,0.182843431
107985934,1.12118107,0.314205165,0.628471155,0.499951609,0.617109152,0.77981206
400999,57.20349214,-0.230893669,0.157557735,-1.465454356,0.142796997,0.323039531
6574,2050.814128,0.203168164,0.078169451,2.599073712,0.00934757,0.04963589
102724955,0.253206915,0.255827651,1.374578344,0.186113547,0.852355719,NA
284958,6.324832935,0.440769007,0.286807257,1.536812601,0.124339207,0.296913114
150468,11.85947266,-0.025114471,0.221506443,-0.113380317,0.909729044,0.954628048
3552,12.05913901,-0.168108241,0.265024209,-0.634312775,0.525876721,0.71433198
3553,53.87918725,-0.372518374,0.417827619,-0.891559957,0.372628841,0.58613796
105373563,0.048235659,-0.175136189,3.225584499,-0.054295954,0.956699373,NA
27178,0.632927186,0.251433849,0.930870985,0.270106012,0.787078697,0.887558058
56300,1.019424272,0.792169046,0.691876406,1.144957451,0.252226783,0.462788746
27179,0.229441323,0.858899092,1.788863146,0.480136836,0.631130097,NA
27177,0.095227705,-0.7625373,3.11684915,-0.24465005,0.806727407,NA
26525,0.109049027,0.180730863,2.386130852,0.075742226,0.939624181,NA
84639,0,NA,NA,NA,NA,NA
3557,8.407522632,-1.839685904,0.457122042,-4.024496163,5.71E-05,0.001196447
23550,256.6977094,-0.055801609,0.15779153,-0.353641344,0.723607686,0.850603457
7849,36.04297365,0.019028859,0.348493687,0.054603166,0.956454617,0.978358814
654433,243.0722169,-0.118464315,0.346437092,-0.341950438,0.732388191,0.855606945
105373567,0.339805793,-1.323347214,0.953115402,-1.388443846,0.165001933,NA
101927400,12.00529742,0.263917207,0.23552549,1.120546258,0.262481052,0.474183395
107985936,0.138717561,0.567173608,2.304977721,0.246064681,0.805632163,NA
150472,758.3387409,-0.266698483,0.088352529,-3.018572139,0.002539689,0.019560436
112268422,6.565776432,-0.316018452,0.319459551,-0.989228372,0.32255142,0.536903617
200350,15.2593313,-0.829813994,0.238096054,-3.48520683,0.000491757,0.005945697
101927424,20.80845244,0.45149104,0.229559147,1.966774335,0.049209233,0.160771325
103344932,4.052348743,-0.734796234,0.337547246,-2.176869291,0.029490321,0.113135596
729468,16.48308754,-0.290967797,0.230851797,-1.260409496,0.207521678,0.410103328
654412,4.444366148,-0.232053901,0.346735098,-0.669254141,0.503333375,0.695915081
100302128,7.127987307,-0.309569943,0.267843176,-1.155788053,0.247767861,0.45786271
375260,859.712838,0.215917324,0.126511012,1.706707742,0.087876387,0.235395949
84771,115.0667085,-0.354134033,0.211547533,-1.674016365,0.094127383,0.246614829
118433,180.5092143,-0.066467438,0.104501324,-0.63604398,0.524747757,0.713566768
11159,1118.289429,0.267638217,0.070000393,3.823381612,0.000131634,0.002241146
112268423,102.3575082,-0.161720547,0.136244299,-1.186989462,0.235231777,0.443565902
80255,1504.279194,-0.11126871,0.099292757,-1.120612561,0.262452816,0.474183395
100616208,0.515478535,0.053022437,0.774160675,0.068490223,0.945395403,0.973257065
105373570,15.53926772,0.26799322,0.194930424,1.374814739,0.169188888,0.36062548
101060091,13.89347942,-0.017165882,0.231129963,-0.074269392,0.940796032,0.970929881
10096,3297.311112,-0.087035115,0.071658826,-1.214576335,0.224527719,0.430739375
440900,1.680710758,-0.889702714,0.566960404,-1.569250176,0.116589657,0.283818849
100499194,0.038038735,0.028015647,3.225584499,0.008685448,0.993070102,NA
57628,2513.10785,0.085030202,0.185417087,0.458588816,0.646529469,0.800870528
101927591,0.477554665,-0.49416727,0.984423851,-0.501986283,0.61567717,0.778992885
105373575,15.11534673,0.033867963,0.275900332,0.122754338,0.902301633,0.950908169
105373574,0.594762632,0.379728573,0.809862387,0.468880367,0.63915515,0.795807486
107985937,87.32176295,-0.463969844,0.182269767,-2.545511811,0.010911767,0.055404936
389023,240.3827078,0.111564428,0.184699942,0.604030658,0.545823259,0.729236387
107985938,0.434158973,0.624084604,0.866413688,0.720307877,0.471335456,NA
105373572,0.690153126,0.293912682,0.813457423,0.361312926,0.717865532,0.846396054
105373576,0.163050688,-0.526163084,1.814186607,-0.290026992,0.771795588,NA
8886,1349.726264,-0.11315824,0.085621644,-1.321607893,0.186298754,0.384127398
107985939,54.46189671,-0.265678791,0.164648264,-1.61361428,0.106611117,0.267730572
54520,1443.514335,0.056947767,0.073775239,0.771908944,0.440168359,0.644918704
101929908,2.363251611,-0.290593295,0.458010835,-0.634468167,0.525775335,0.71433198
102723413,0.736449609,-0.345038647,0.901682379,-0.382660963,0.701971162,0.836386487
107985940,1.928621169,0.138715257,0.472819496,0.293378885,0.769232563,0.877242134
51141,1158.172833,-0.170706317,0.101013568,-1.689934537,0.091040479,0.241205175
100506797,1.744926354,0.885405195,0.577071882,1.534306596,0.124954244,0.29782003
105373578,0.103115278,-0.345900265,3.225584499,-0.10723646,0.914601391,NA
107985815,0.044027343,-0.319403126,3.225584499,-0.099021782,0.921120975,NA
105373579,0.030709371,0.172282584,3.225584499,0.053411276,0.957404221,NA
101927709,0.019353812,0.113397685,3.225584499,0.035155701,0.971955586,NA
2019,1.768509538,-0.956277616,0.650399084,-1.470293609,0.141482251,0.321117257
8685,64.80364068,-3.025914279,0.561569992,-5.388311918,7.11E-08,6.37E-06
165257,561.3641453,-0.416407872,0.198804402,-2.094560618,0.036210069,0.13064549
107985941,0.629329277,0.613664335,0.8154925,0.752507637,0.451745839,0.65507782
55240,126.2660001,-0.105299942,0.24807202,-0.424473271,0.671220695,0.81655868
100874111,28.90124065,-0.4353766,0.174100011,-2.500727007,0.012393867,0.061003607
105373581,54.70865616,-0.18732078,0.212798279,-0.880273944,0.378710924,0.592093893
130355,311.5876365,-0.361814934,0.096390987,-3.753617896,0.0001743,0.002736923
1622,3295.071513,-0.45037448,0.136957666,-3.288421115,0.00100751,0.010103032
140738,24.69285377,-0.049283042,0.26954104,-0.182840589,0.8549231,0.926885401
6344,18.16911588,0.670602809,0.260689772,2.572417033,0.010099116,0.05244505
107105282,45.70992631,0.220935604,0.289962643,0.761945064,0.446092793,0.650073879
200373,427.9814861,0.263743074,0.147629921,1.786515035,0.074015905,0.210752098
80775,369.4988386,0.294436577,0.081020726,3.634089596,0.000278964,0.003870338
101927764,60.03424538,-0.017412062,0.171437148,-0.101565279,0.91910174,0.959622943
5775,2554.225982,-0.164911769,0.134589466,-1.225294774,0.220464177,0.425658229
107985817,0.188015068,0.99511011,2.0335096,0.489355993,0.624589686,NA
57669,1013.935479,-0.017656392,0.116728835,-0.1512599,0.8797707,0.939411455
105373582,38.09381526,0.428590449,0.19977304,2.14538683,0.031921931,0.119344895
79134,699.2982939,-0.070548377,0.081472371,-0.865917812,0.386535234,0.599397276
105373583,0.088991859,-0.057362175,2.75827151,-0.020796421,0.983408053,NA
5899,2446.59142,0.009899431,0.135419238,0.073102105,0.941724866,0.971393548
105373584,0.483178118,-0.633311813,0.892245115,-0.709795775,0.477830789,0.676407506
105373989,4.319842291,0.552611924,0.506340268,1.091384508,0.275103726,0.48864443
3625,208.8632875,-0.364596688,0.176028556,-2.071236029,0.038336744,0.135887032
84931,0.031484186,0.290052383,3.225584499,0.089922426,0.92834886,NA
105373585,2.739999409,-0.682207655,0.571277437,-1.19417924,0.232407862,0.440296825
2736,101.4987128,-0.396801718,0.282496436,-1.404625574,0.160132648,0.348005892
105373587,0.115643719,-0.9258046,3.224969324,-0.287073925,0.774055717,NA
105373588,0.012562711,0.113397685,3.225584499,0.035155701,0.971955586,NA
29842,59.73319986,-0.186553012,0.303200882,-0.615278593,0.538370753,0.72361444
23332,4049.635184,0.071492932,0.079499094,0.899292405,0.368496932,0.582357785
107985942,12.46897073,-0.643060096,0.196243538,-3.276847244,0.001049731,0.010401097
100151683,2.584767699,-0.749993043,0.397724431,-1.88571027,0.059334008,0.182101465
254128,362.492341,0.017988649,0.12738665,0.141212982,0.887701691,0.943082467
84365,558.2654436,-0.027332161,0.073643887,-0.371139573,0.710533578,0.841769104
7247,2377.320677,0.05312547,0.052834739,1.00550265,0.314654874,0.52881651
105373590,1.938642925,0.993129583,0.535605658,1.85421787,0.063707997,0.19146427
101927801,1.640540256,-0.532742153,0.441627571,-1.206315431,0.22769589,0.434676547
105373592,5.693821348,0.894846381,0.316864442,2.824066894,0.004741849,0.030765819
105373591,0.40260938,0.748923002,1.187910735,0.630453939,0.52839763,NA
105373593,0.283617961,-1.184742876,1.50955872,-0.784827288,0.432554838,NA
107985943,0.556990557,0.582686839,0.783761035,0.743449614,0.457209516,0.659726168
105373594,0.093483697,0.409237905,3.12390819,0.131001899,0.895773805,NA
105373595,12.19698097,0.328322374,0.281027205,1.168293917,0.242688228,0.452004824
105373596,0.1281505,-0.023593393,2.307376542,-0.010225203,0.991841611,NA
107985818,0.084539656,-0.610873223,2.799557261,-0.218203511,0.82727055,NA
107985819,0.033304106,0.231167484,3.225584499,0.071666851,0.942867037,NA
107985820,116.8984667,0.329637323,0.21217454,1.553613936,0.120276533,0.290153409
129684,1341.686771,0.140988829,0.176423037,0.799152032,0.424202262,0.631582734
105373598,0.125342123,-0.434197727,2.593547484,-0.167414605,0.867043834,NA
105373597,1.131489164,-0.540946481,0.75848579,-0.713192637,0.475726562,0.674717633
105373600,0.0879825,-0.142744911,2.781868843,-0.051312596,0.959076432,NA
105373601,0.322223156,0.360444318,1.549471085,0.232624101,0.816053311,NA
105373602,0.123526844,0.385082447,2.611275329,0.147469109,0.88276176,NA
2995,177.9421277,-1.063723518,0.220329604,-4.827873775,1.38E-06,6.92E-05
105373603,0.235110235,0.761654782,1.216468552,0.626119582,0.531236509,NA
101929926,0.033304106,0.231167484,3.225584499,0.071666851,0.942867037,NA
105373604,227.7253868,0.05255405,0.142280498,0.369369312,0.711852468,0.842641632
274,10788.03289,0.287775667,0.179980555,1.598926434,0.10983695,0.273234475
105373605,7.658037637,0.038721011,0.311740223,0.124209223,0.90114962,0.950316883
339761,22.98255356,0.050239649,0.170334235,0.294947455,0.76803402,0.87620417
2071,1838.971502,0.08799051,0.058010816,1.516794904,0.129318474,0.303625107
10746,1454.824927,-0.292519451,0.103859772,-2.816484636,0.004855237,0.031267806
100506922,219.1481186,-0.020703115,0.143150727,-0.144624591,0.88500728,0.941726595
5624,17.93307033,0.55163217,0.180147585,3.062112482,0.002197808,0.017764888
100616187,0.057688526,-0.11625129,3.225584499,-0.03604038,0.971250162,NA
105373608,40.75231784,0.257976922,0.169799539,1.519302837,0.128686286,0.302772503
55677,1154.117707,0.108036391,0.095528054,1.130938888,0.258080814,0.469331272
4648,70.49245801,0.488900217,0.209623226,2.332280762,0.019685926,0.085023052
105373609,0.149828366,0.711524727,2.527445435,0.281519323,0.77831211,NA
101927834,12.7522787,0.610046976,0.350445755,1.740774335,0.081723142,0.224672092
55679,806.6854526,-0.043044323,0.158694716,-0.271239798,0.786206605,0.887044244
2840,457.0368883,0.153191523,0.167070806,0.916925744,0.359181553,0.572833948
55339,2021.938817,-0.14221205,0.062621837,-2.270965799,0.023149048,0.095571574
84826,124.9135739,-0.15015198,0.088440165,-1.697780404,0.089549216,0.23844215
5433,956.7961284,0.07190378,0.062805363,1.144866874,0.252264308,0.462788746
83607,755.1577756,-0.044759001,0.053311557,-0.839574067,0.401147245,0.612393
107985944,70.42798281,0.396537899,0.150170659,2.640581724,0.008276383,0.045745742
79595,862.5889977,0.057336387,0.059770303,0.959278844,0.33741829,0.55127802
56886,1273.102117,0.007397758,0.070378257,0.105114257,0.916285147,0.957998964
9394,4794.619929,-0.303603656,0.099536202,-3.050183254,0.002287018,0.018291326
105373610,0.706673123,-0.332538737,0.767831953,-0.433087912,0.664950904,0.812625134
105373611,0.681597711,-0.5688825,0.722662124,-0.78720398,0.431162468,0.63749546
101927881,0.785902085,0.876636787,0.748763939,1.170778587,0.241687787,0.451071359
151121,1.670222202,-0.434529884,0.620314016,-0.700499865,0.483615189,0.6805059
105373612,0.057917548,0.145787574,3.03815436,0.047985572,0.961727741,NA
105373613,1.21964304,0.154913783,0.719971592,0.215166521,0.829637492,0.912578356
105373614,0.040350001,0.172282584,3.225584499,0.053411276,0.957404221,NA
107985945,0.886346243,1.368570796,0.680970994,2.009734347,0.044459313,0.150437104
105373615,3.666723542,0.437618198,0.441725183,0.990702397,0.32183092,0.536202239
105373616,8.148216343,-0.32944995,0.276008189,-1.193623825,0.23262515,0.440582209
389033,29.43042706,2.067631689,0.390883607,5.289635208,1.23E-07,9.67E-06
101927924,9.580117809,0.88340241,0.320660182,2.754948879,0.005870131,0.035678746
100131320,189.7686407,0.89469937,0.230902065,3.874800217,0.000106712,0.001902784
84084,194.1391491,0.697100715,0.139076558,5.012352384,5.38E-07,3.40E-05
440905,46.74663803,0.16713902,0.142888925,1.169712908,0.242116522,0.45148327
728378,0.62790427,-0.09181845,0.760454668,-0.120741516,0.903895774,0.951540229
105373617,0.009659752,0.113397685,3.225584499,0.035155701,0.971955586,NA
285103,12.01089893,-0.041770137,0.210393997,-0.198532932,0.842628121,0.91980613
91409,166.9842486,0.136383502,0.121226521,1.12503024,0.26057622,0.472310915
55627,2264.158884,0.077188573,0.12197684,0.632813353,0.526855536,0.715024951
80097,3246.528681,-0.030706778,0.132121956,-0.232412377,0.816217737,0.904184035
112714,3.574587478,0.804977011,0.409569849,1.965420583,0.049365579,0.161039699
100189418,0.072614195,0.290052383,3.225584499,0.089922426,0.92834886,NA
84317,1635.749813,0.144314978,0.06866438,2.101744406,0.035575671,0.128958626
92856,2017.59826,0.126359461,0.060299633,2.095526189,0.036124243,0.130418132
26469,1409.699774,0.076156639,0.117719662,0.64693219,0.517675832,0.707747732
105373618,9.313645732,0.26058496,0.257119992,1.013476074,0.310832819,0.525567948
100216479,602.3068084,-0.045215544,0.095033252,-0.475786554,0.63422645,0.792268078
646802,0.501952558,0.51809673,1.139644381,0.454612631,0.649387946,0.802987276
653269,1.56372242,1.546973337,0.530182299,2.917814006,0.003524945,0.024875944
653275,67.86700205,0.087687899,0.15980956,0.548702459,0.583209658,0.756402538
646743,0.321663897,-0.041396278,0.890203769,-0.046502025,0.96291012,NA
107985778,0,NA,NA,NA,NA,NA
150527,0.62880744,-0.551354582,0.626497229,-0.880059093,0.378827298,0.592202241
55997,103.733418,0.052841184,0.155407735,0.340016435,0.733844151,0.856198475
653781,2.119228113,0.903970156,0.389770385,2.31923766,0.020382154,0.087076962
100132708,0.33295343,0.525549442,1.266960525,0.41481122,0.678280105,NA
344561,4.122626262,0.535951439,0.402740894,1.330759919,0.18326802,0.380486199
205147,793.2194841,0.407665463,0.165576429,2.462098415,0.013812676,0.066040023
50649,11887.73262,0.16153192,0.070126905,2.303422926,0.021255059,0.089914906
130074,4434.235752,0.19909347,0.096969309,2.053159623,0.040057099,0.140040835
55041,6765.121405,0.372293407,0.103038759,3.613139466,0.000302512,0.004145927
445582,1.88871157,0.025310332,0.337911333,0.074902288,0.940292456,0.97076029
112268424,0,NA,NA,NA,NA,NA
440910,0.245706261,0.565210348,1.745576301,0.323795842,0.746092605,NA
150786,283.788785,0.418799864,0.144046373,2.907396098,0.003644514,0.025537413
112268425,0.186010734,-0.72846612,1.293789914,-0.563048229,0.573402043,NA
389043,0.90305423,0.745138393,0.719238439,1.036010247,0.300197362,0.514885501
401010,3.391270408,0.933350711,0.360006777,2.592592056,0.009525568,0.050317259
653784,1526.909759,0.175040394,0.116128963,1.507293184,0.131735524,0.307174103
113457,46.19594174,-0.07372,0.163751333,-0.450194808,0.65256998,0.804814672
100616378,5.741536941,0.934707185,0.327350688,2.855369544,0.004298678,0.028738816
150776,1884.719545,0.095284877,0.1505656,0.632846258,0.526834046,0.715024951
90557,344.7712658,0.051767148,0.13239145,0.391015792,0.695785563,0.832361871
440915,0.106160989,0.409236473,3.033271719,0.134915863,0.892678397,NA
101927994,0.145745123,0.240712972,2.02983792,0.118587287,0.905602338,NA
29798,297.1487179,-0.055672162,0.114078222,-0.488017441,0.625537487,0.785450492
408029,24.96573209,0.014351462,0.167647821,0.085604825,0.931780563,0.966563656
101928067,23.70013749,0.917940563,0.298177094,3.078507981,0.0020804,0.017070176
554226,73.06275703,0.509756807,0.176492694,2.888260102,0.003873794,0.026705472
100313824,0.037748116,0.172282584,3.225584499,0.053411276,0.957404221,NA
105373622,0.053397701,0.231167484,3.225584499,0.071666851,0.942867037,NA
646915,17.89377982,0.370999377,0.198449842,1.869486888,0.061555106,0.186935567
339742,23.35481597,0.200280575,0.179886809,1.113369994,0.265549557,0.477761214
2863,250.8768549,-0.169073696,0.156638269,-1.079389457,0.280414149,0.494549773
113218485,0,NA,NA,NA,NA,NA
116372,341.9910299,-0.085236811,0.157725424,-0.540412628,0.588912501,0.760159612
105373623,15.71767669,-0.145376541,0.27527139,-0.528120778,0.59741551,0.766311764
344148,215.3978671,0.213862309,0.206534923,1.035477706,0.300445873,0.515053943
101928185,0.516589707,-1.370661777,1.006431626,-1.36190253,0.173228648,0.366253938
112268439,25.97753132,-0.34151041,0.259694464,-1.315046936,0.188494129,0.386702186
101928161,17.4595206,0.676130899,0.248278265,2.723278654,0.006463751,0.038127474
105373627,0.956866995,0.549546811,0.714079094,0.769588152,0.441544235,0.646330396
105373628,2.725458354,0.267221732,0.421852173,0.633448749,0.526440639,0.714749201
4249,2880.691788,0.230939213,0.082496057,2.799396977,0.005119815,0.03248287
100500878,0.068919877,-0.057363561,2.920168667,-0.01964392,0.984327427,NA
81615,596.5011915,0.481493388,0.141656542,3.399019789,0.000676278,0.007496548
105373629,6.913231476,0.267936632,0.31326373,0.855306905,0.392381266,0.605035698
130013,14.04344087,0.285611514,0.209587225,1.362733412,0.172966544,0.365950523
100847069,0.097820282,0.469238997,2.15709948,0.217532386,0.827793471,NA
100129961,44.2152513,0.488006285,0.168339013,2.898949421,0.003744153,0.026043647
905,1986.037076,0.01543739,0.102933747,0.149974039,0.880785098,0.939735038
80122,11.83407489,-0.769613383,0.295462979,-2.604770942,0.00919357,0.049084068
22930,3004.478536,0.059385404,0.088579541,0.670418963,0.502590749,0.695358017
109616967,0.254335981,-0.837474125,1.287704128,-0.650362228,0.51545827,NA
84083,350.5017404,0.057900549,0.107714991,0.53753473,0.590898302,0.7615791
23518,6545.14571,-0.006557641,0.146239749,-0.044841711,0.964233478,0.982833037
406915,0.931214473,0.372622911,0.741877443,0.502270173,0.615477487,0.778837532
107985946,36.54922822,0.33333313,0.246864508,1.350267531,0.176930183,0.371374253
23190,3303.118672,-0.20959411,0.082654688,-2.535780058,0.011219718,0.05664671
3938,2.352286962,0.068610839,0.504234409,0.136069332,0.891766472,0.945640333
100507600,0.082996551,0.349165054,2.801043731,0.124655338,0.900796416,NA
4175,527.349907,0.014071596,0.094627448,0.148705226,0.881786237,0.940152432
1615,1944.548679,-0.237786941,0.085562915,-2.779088811,0.005451162,0.033877706
101928243,41.02737408,0.049663445,0.171981601,0.288771851,0.772755974,0.879555959
112268426,55.12488211,-1.816363385,0.270889243,-6.705188304,2.01E-11,6.87E-09
7852,200.7418834,-1.451298697,0.239741601,-6.053595588,1.42E-09,2.64E-07
